Feature_1,Feature_2,Target
52.27459935,29.10659556,0
63.07142754,33.76445541,0
33.92516765,26.92527949,0
51.84633859,25.8741705,0
52.59882794,31.13119044,0
57.81822872,35.58966911,0
37.63049289,24.15342367,0
36.79543387,29.24926084,0
55.21941566,21.33752703,0
52.96984673,28.03399498,0
52.5049285,30.17102342,0
53.46448209,25.72687679,1
43.19975278,27.71504083,0
52.32253697,22.95886616,0
52.93072473,30.38539306,0
42.85648582,35.27847124,0
68.65774511,24.51428065,0
54.73832921,26.88664117,0
38.08696503,32.51273123,0
56.56553609,36.0604536,0
40.2531833,,1
57.87084604,29.15607631,0
61.58595579,31.41565411,0
41.79317682,29.48971805,0
59.63376129,17.61603967,0
54.12780927,32.50545005,1
58.2206016,37.59668176,0
68.96792983,30.58330876,0
47.54611884,24.84446973,0
42.46263836,27.43436377,0
41.1048557,38.84956534,0
41.84189715,34.5498127,0
49.22898291,33.20013309,0
53.41151975,31.78206292,0
52.76690799,26.69431444,0
58.27183249,28.9971441,0
50.13001892,29.61038632,0
64.53534077,32.74787158,0
47.35343167,37.54459447,0
77.20169167,35.59169068,0
56.25667348,22.90307822,0
41.42842444,31.11997484,0
39.29107502,33.68381673,0
54.82472415,33.09430165,1
47.76537215,26.85383118,0
57.14000494,44.57054608,0
54.73237625,23.61457719,0
49.27171087,24.58405777,0
41.53206282,31.16797541,0
34.85152775,40.58401527,0
45.53485048,25.81902575,0
58.56398794,28.67085817,0
52.14093744,35.38646837,0
37.54261221,29.91068923,0
51.73180926,28.32698073,0
53.8531738,32.82816451,0
41.16142564,31.36258995,0
51.53725106,35.15219393,0
50.58208718,36.45734445,0
38.57029702,31.5350153,0
53.5778736,31.45866363,0
55.60784526,31.07055491,0
60.83051243,32.44565278,0
60.53802052,30.27585319,0
36.22330632,29.99695759,0
40.6217496,35.9831356,0
55.15035267,37.5805809,0
55.13785951,22.46223528,0
55.15047686,30.05010576,0
88.52731491,26.55652783,0
55.70890511,28.44514267,0
61.3556564,32.01258105,0
59.54001763,33.34719186,0
56.51391251,29.43936778,0
46.84730755,20.43329833,0
57.5896922,25.1747721,0
42.27174785,34.48249835,0
47.63181393,16.29786789,0
45.14636452,35.93713576,0
50.81874139,32.60614995,0
73.14658567,36.58088041,0
31.32734807,29.00715407,0
56.8626019,19.69297288,0
33.87284129,32.15181321,0
45.28068134,36.37326562,0
60.88950597,34.62360903,0
50.64280019,26.68654258,0
39.22255222,30.43380538,0
42.84696291,27.33581866,0
56.79597749,25.90366768,0
42.69633368,34.77694286,0
52.1645859,24.01233844,0
50.4557184,25.53091785,0
43.48399652,24.47987183,0
71.43944089,22.54876238,0
56.33919022,30.73207146,0
29.74857413,35.80751524,0
51.86454315,29.07561622,0
43.38213535,22.471261,0
58.52433335,34.1997227,1
42.07479262,38.42850877,0
48.85263559,26.76878838,1
55.04987279,27.60722867,0
58.65755194,32.57830315,0
37.99703593,38.10936874,0
46.65498764,27.40082927,0
45.25054689,23.3377511,0
43.46670767,33.15709303,0
67.6545424,33.99534037,0
54.04981711,30.03065725,0
37.39116046,27.2093337,0
59.17861947,34.97189365,0
71.22156197,32.64018002,0
60.32465261,26.15782242,0
34.80630034,30.24547366,0
45.15765927,23.24146234,0
62.66911149,33.42945228,1
42.92330534,28.68883215,0
54.43819428,27.82144584,0
57.74634053,29.83562757,0
40.73069528,30.2015385,0
49.40474644,34.47465031,0
17.5873266,32.95545266,0
39.75612359,29.21795361,0
47.47431849,33.81834075,0
37.52216818,32.00368627,0
66.32411304,27.86700182,0
35.69858622,29.37640921,0
45.59955513,29.25888556,0
51.30740577,32.52630672,0
64.41273289,28.16488693,0
35.64137849,28.04795407,0
61.63163752,39.84378655,0
50.10233061,34.69867741,0
40.18491349,26.19699668,0
54.62103474,32.85470497,0
51.99059696,30.59175033,0
43.99783123,31.95775588,0
50.69802085,30.68670662,0
46.14686403,35.94821323,0
51.13517345,31.72810172,0
56.62130675,29.68955651,0
65.86016816,35.21095288,0
37.62184501,31.16642521,0
71.33033375,30.6073929,0
30.479122,31.57011301,0
48.48214905,29.53195488,1
55.88317206,30.04613496,0
52.80991868,27.06652706,0
43.7730048,26.2441639,0
47.9187775,25.00714807,0
45.06999065,23.04008357,0
44.10635243,25.60141319,0
58.49602097,29.12866483,0
53.57015486,30.51558791,0
43.07090405,28.64351718,0
58.99599875,18.22148255,0
53.07299521,37.87293179,0
58.12862119,35.43240061,0
56.29628842,32.22879926,0
41.71004989,39.53745336,0
44.3981896,25.11317941,0
57.47293605,39.4381256,0
56.10370265,25.17392962,0
49.79098406,31.19368963,1
51.17327383,23.63081337,0
62.77664896,30.07347048,0
44.08428611,31.93083249,0
55.47097381,29.22654834,0
47.97807348,33.56938722,0
47.82318797,30.49507225,0
60.98776852,27.38792636,0
58.25416349,27.16593341,0
58.13509636,34.05456886,0
63.05478807,26.73128985,0
50.21003842,34.57701485,0
56.81952971,36.11355896,0
46.89733243,21.65643069,0
53.24166352,35.66463194,0
48.69856946,40.30211349,0
50.96995965,31.26001881,0
55.95157025,32.99542093,0
41.81779317,35.18502662,0
70.92387276,28.62258842,0
39.93982619,30.91140112,0
37.85811387,23.42900235,0
61.58110874,30.69317514,0
57.91662694,32.49055998,0
56.24119817,32.58081511,0
56.28345509,35.32712362,0
49.87753227,26.12598911,0
41.02745629,27.33696622,0
50.75804558,39.47753673,0
43.22838288,29.24835813,0
59.75119733,31.00016894,0
48.52942618,29.66494979,0
41.74502803,25.89159587,0
46.78614158,38.11764605,0
54.12931454,27.36149294,0
44.36275447,24.36357238,0
41.77779604,27.74629861,0
52.43687211,19.99146999,0
52.44966571,26.74356268,0
44.93056825,25.15935701,0
45.28961694,33.08714315,0
52.32049937,26.6329288,0
35.51915659,34.43901968,0
35.92536226,36.99241997,0
42.81555779,33.90587668,0
47.86552848,28.92305856,0
53.10907566,30.70557248,0
64.75356217,22.3750753,0
58.57659623,29.33110314,0
48.4006147,25.69780766,0
49.80983792,33.47163191,0
39.97470635,42.86376195,0
49.81486864,32.49910818,0
47.11341361,20.04429926,0
53.2271856,28.19384904,0
41.72769056,30.61245463,0
55.19346514,30.43678713,0
65.32738913,26.34593437,0
48.91239852,31.22645871,0
54.01711722,23.78749582,1
56.90143992,25.27545639,0
45.98779528,33.22898821,0
52.24092482,24.92168385,0
50.12592401,32.69105803,0
50.97676099,23.15268113,0
42.26990216,38.82412942,0
50.24510174,26.12865039,0
54.97998291,28.88166714,0
64.51143608,31.65306631,0
59.59270826,27.17325024,0
71.53182458,30.71702981,0
42.32652437,32.87678362,0
58.72320637,34.80306616,0
51.83342006,33.95748718,0
71.89802933,29.14094768,0
41.91701715,29.26684113,0
41.60278158,41.74554279,0
44.00607355,34.74944534,0
28.76104276,25.39088172,1
44.74244978,30.49994082,1
42.40867338,28.32428431,0
51.50393786,29.32332883,0
53.41755976,23.85252421,0
68.76170839,27.94038383,0
59.50423838,39.05777887,0
44.23096344,32.8953815,0
41.01585329,17.54419296,0
54.91919172,36.08361746,0
36.79766793,35.44814761,0
68.31458766,28.20357348,0
61.79440121,33.58631772,0
45.30824348,25.70300395,0
32.86865471,27.64872142,0
63.53872374,37.4927318,0
48.85460155,28.6413498,0
62.37816312,20.65134169,0
34.05572341,29.68348389,0
44.00624977,29.60705804,0
50.052437,35.99184285,0
50.46980594,30.07168211,0
45.49934529,27.89208844,0
56.22849932,35.22528073,0
39.32379571,30.60395116,0
48.57620515,26.24988659,0
51.20295632,35.7749878,0
55.14438834,30.96830882,0
57.11614878,30.01462983,0
38.75357908,30.88954196,0
34.65885829,24.64665814,0
62.77676822,27.36173112,0
53.32314012,30.01791301,0
42.51513463,29.02668152,0
65.51151976,36.36214191,0
51.15674634,31.08702926,0
61.79297184,34.27451961,0
50.67518481,30.04697677,0
70.60747925,35.28144242,0
67.55340842,31.98763878,0
47.51035852,30.06710243,0
59.71570951,29.93358456,0
56.4537595,25.22780687,0
63.68631558,32.5345786,0
40.35076539,29.79897633,0
56.8605146,27.4900402,0
60.58424487,35.53230885,0
32.41260514,23.74891987,1
38.16741487,27.88752052,0
29.60767822,35.13859374,0
47.30593166,31.5776147,0
57.17542256,29.76070536,0
65.02357052,31.25501772,0
50.7409478,30.89707086,0
66.28615546,22.41668727,0
36.19898542,28.25369057,0
32.96617561,38.08260827,0
49.44452301,26.70337933,0
53.84065449,28.40849493,0
49.67305252,27.29189618,0
29.325579,29.56492388,0
49.1087996,27.08438584,0
36.95530499,32.43370751,1
56.69672549,30.98656706,0
53.66598246,33.86773808,0
40.60120214,24.74529417,0
44.86133083,28.29829759,0
39.40786478,28.87138684,0
49.37320903,32.27823455,0
59.55142321,26.03389401,0
40.14273954,34.57826902,0
55.04046516,35.93207795,0
44.69742382,25.05563826,0
42.07127168,27.54563553,0
48.9296964,27.34034246,0
39.64757678,43.16193102,0
44.46350695,27.85049947,0
38.02122107,38.38812721,0
69.64725133,23.66684002,0
50.35263552,25.05174517,0
43.00274492,26.56697734,0
52.13979911,25.77155344,0
48.8767195,28.66050633,0
47.790304,26.45610899,0
56.141667,25.90329204,0
57.5750771,35.79235998,0
44.69498852,36.11896811,0
44.24181759,34.74648249,0
47.24948303,32.61999478,0
26.98078835,30.46371533,0
34.84808938,27.51484655,0
63.66874267,25.23421248,0
66.44967714,31.81497852,0
47.5096396,24.13184804,0
55.76556963,25.03039535,0
53.11250155,35.76456628,0
80.78880808,39.50324521,1
61.19574911,31.96647569,0
48.72082409,35.53228576,0
40.44459559,28.77075841,0
33.9355368,23.31162907,0
52.03463636,33.06085809,0
42.43649255,32.84644662,1
35.7774629,30.35834277,0
43.53427116,28.78812271,0
39.18451996,34.81105289,0
66.87141635,25.07133483,0
58.81639757,26.13109711,0
49.92027359,24.95946747,0
64.79944139,30.42486481,0
50.77368308,24.56053494,0
41.38715799,26.5787891,0
65.23124077,26.47122219,0
55.38910044,28.69695834,0
39.62753846,22.56312777,0
48.09661322,30.43602496,0
41.24381747,36.23651825,0
36.17200269,30.67745686,0
59.26177548,37.70660572,0
69.0941664,36.66999093,0
36.01432426,33.88867524,0
55.62969237,30.37342921,1
43.49357431,30.11250194,0
45.12874616,33.81899886,0
44.07606076,28.04164695,0
41.3600923,20.58739624,0
50.48521628,32.46002027,0
41.69049884,24.34465685,0
52.70456826,25.18929386,0
49.49761891,30.00111974,0
47.61051953,29.52437561,0
40.92436338,22.93962197,0
44.23228669,30.82745782,0
57.55391226,34.8306983,0
55.00917188,24.35829215,1
40.22444755,36.36241665,0
50.99332305,22.19914587,0
57.51387123,40.58662072,0
33.30594719,27.94369785,0
55.43360192,30.72808498,0
43.37376241,20.53983214,0
55.70598669,29.68931967,0
42.36740843,31.14241089,0
31.95117899,29.56918948,0
33.72457562,27.18459461,0
50.48084947,25.26717741,0
52.59722502,35.6526331,0
40.95683375,30.15403567,0
56.38592459,37.70376188,0
33.38479938,27.36758823,0
49.33920201,27.82602653,0
37.889838,34.07797122,0
43.48163892,21.88512519,0
50.47398671,23.9326832,0
41.39586635,35.48742486,0
46.15444456,24.14033035,0
60.06292809,20.90474492,0
44.2310813,39.34263594,0
58.35692112,23.03091176,0
38.70293145,30.92059699,0
55.29804178,30.34542596,0
64.41568621,15.94685842,0
25.283555,28.66341488,0
42.03104745,32.24206625,0
55.77072127,31.77154691,0
47.96954614,34.51760342,0
53.71145873,28.06254343,0
43.96014813,33.56252221,0
50.86589787,26.55335466,0
48.44322765,22.94766292,0
61.67782062,23.51135812,0
52.54420843,22.68944772,0
53.37602662,35.04792984,0
45.88123034,22.42713245,0
45.12393776,31.3701942,0
45.67441812,28.67037903,0
53.94452142,29.48675713,0
45.79015519,36.81803648,0
52.89774857,27.80786316,0
70.75400799,33.05800781,1
58.71124703,30.18781676,0
46.73976468,29.23990547,0
62.01213922,41.49984562,0
45.91924627,22.79329127,0
29.61875465,36.44565918,0
39.91913689,33.28203283,0
31.29208079,27.60237503,0
46.48486516,38.14659259,0
50.18418379,20.75944944,0
66.76437312,27.39116671,0
53.26927374,23.95758898,0
47.80899471,32.06041732,0
58.29405581,24.43467949,0
27.88864691,32.16531973,0
52.35614558,29.06781792,0
57.70865194,27.60323029,0
35.21413754,31.94323623,0
61.43754043,28.65689188,0
53.38496407,24.55682578,0
45.84712086,44.00686495,0
56.32781866,27.56416408,0
72.70692858,18.9119546,0
51.81866255,25.78950655,0
52.48220586,23.66361656,1
45.406391,34.13072808,0
41.50155631,31.6082633,0
58.30335817,31.99356401,0
41.43916174,28.14988767,0
50.71566237,28.60324876,0
45.22342553,28.14534448,0
54.78979826,29.59403408,1
53.33662105,34.17666718,0
60.37539944,31.68037706,0
44.89983601,32.50056415,0
47.30125065,32.49779454,0
40.21236284,34.42221219,0
45.5570674,31.44075021,0
53.77300493,31.79424036,0
57.56988617,35.94403121,0
40.77834676,26.67477041,0
58.6960592,25.7212871,0
63.55637859,24.070392,0
54.13434903,30.91457282,0
68.76795813,20.73133879,0
42.26210801,32.31077048,0
37.55345297,29.45403453,0
32.21279751,35.6731985,0
64.96044311,26.64041345,0
56.54365656,28.98340857,0
49.44415329,35.61101667,0
52.79968626,36.91567823,1
38.74510953,26.59923817,0
74.4575198,30.90890616,0
51.29221182,31.47209489,0
51.09394795,31.86826703,0
57.25766624,28.6871217,0
54.81009232,36.40691699,0
52.23884024,20.55148258,0
42.09525545,27.89434883,0
54.71468357,32.23965366,0
68.82024496,32.28612406,0
63.45420046,36.76379515,0
65.93186627,35.99112697,0
44.88784324,28.57229187,0
40.1039518,36.49935622,0
48.7421308,26.42979128,0
50.55724912,34.65443691,0
60.94191518,39.05261239,0
33.0753537,36.07472053,0
65.29550319,30.52885192,0
48.41992101,28.34110614,0
45.7311893,22.35704352,0
39.87895625,31.55269819,0
33.45143328,24.42391386,1
58.23170584,26.03432668,0
50.73317967,24.046271,0
37.100391,27.69803834,0
37.04921228,29.86015293,0
46.64215301,31.36807291,0
66.69021525,26.99746682,0
47.40408649,35.34641853,0
34.96857047,28.95897371,0
47.54256936,26.06138783,0
47.2727643,31.13146134,0
23.03113357,39.81776417,0
49.45705133,31.67580283,0
47.6906547,28.18572186,0
56.96206365,22.36269322,0
68.48956095,28.9029384,0
61.2656503,31.17464063,0
47.31111309,28.06209554,0
38.93474091,21.67307681,0
75.73359803,25.74717305,0
50.59218434,37.2726923,0
50.13929292,37.17000502,0
49.75874913,25.56680415,0
51.98084761,33.36378394,0
48.55639588,24.10713608,0
44.26337993,37.02158141,0
44.53141059,31.22617924,0
49.6724673,34.74820749,1
44.56575229,21.42453326,0
42.87154217,33.38818551,0
51.06430228,29.96162968,0
47.45022783,34.25964535,0
65.03992989,34.57433899,0
23.49030192,30.32892345,0
60.91506852,26.9958518,0
62.46085192,33.89848091,0
29.26609768,29.6992275,0
46.57312406,25.63607523,1
46.28559134,25.39923884,0
35.92488305,22.61417792,0
42.22183312,27.4485442,0
38.89424155,35.51346023,0
67.52270443,30.889149,0
59.35678393,27.35116147,0
62.71555095,34.02427969,0
57.21672064,25.83761689,0
38.70948229,30.47675137,0
44.75479734,29.10184814,0
54.89374561,33.89565313,1
37.77872191,22.11385815,0
57.1299843,25.74901127,0
47.59674602,21.8087717,0
46.25179192,28.70201639,0
57.10959968,36.05713752,0
54.44263311,27.47276395,0
46.39033834,27.44658031,0
61.59329803,34.35862212,0
39.18936672,35.34274779,0
56.15935607,29.55714466,0
55.93101258,33.42357427,0
46.90453561,24.6152273,0
53.26133022,36.88987167,0
37.48886424,40.74353147,0
59.24027019,32.60607896,0
48.15097864,19.57834189,0
44.77276979,27.20884869,0
60.49009226,33.06412661,0
42.95656309,27.89258501,0
35.91538704,36.36099277,0
34.43370826,32.94078632,0
56.06009951,26.4676225,0
37.19570648,30.16132405,0
67.54794182,25.5308339,0
29.18070592,29.08707561,1
66.96456368,27.2270338,0
52.11017467,35.873809,0
49.03286888,40.58006028,0
44.55080913,22.84405833,0
53.99136114,20.38391857,0
49.62365298,28.77413789,0
61.03301882,22.40792151,0
51.14227649,30.23105802,0
51.50301761,33.74468057,0
46.36387788,37.47070949,0
49.43054376,31.00697279,0
53.07801769,29.03422388,0
32.89831607,20.10807542,0
36.51814578,30.13092575,0
57.43264094,30.3564363,0
51.70865438,33.19478407,0
48.16016664,26.45755949,0
50.18433933,27.824737,0
53.47581705,22.60998872,0
44.6024032,18.54353597,0
42.21695275,24.45751455,0
51.95845255,22.14837093,0
40.21627222,31.68356148,0
54.08252756,27.40932972,0
32.97416396,27.30881435,0
60.29155637,25.07793477,1
54.72597482,13.83717284,0
52.56029734,37.54155374,0
59.82690984,24.99864739,1
66.65474444,27.93789965,0
60.14370065,22.72553917,0
31.59125769,34.85965172,0
37.20423033,30.71714469,0
43.75181422,25.86817357,0
50.2609105,28.03885194,0
55.1765902,38.39089961,0
42.74256187,29.63515284,0
51.86766764,29.09133231,0
42.44617068,25.29309257,0
43.88482197,20.52709425,0
35.93338903,29.19980663,0
40.76766754,31.62742556,0
36.48315394,35.49792232,0
40.24126747,18.75751733,0
60.53641797,24.37451836,1
40.50601111,27.09629455,0
76.32382065,29.98259576,0
54.93317901,29.27483154,0
51.84836124,29.39155657,0
41.4164222,32.04048029,0
57.00309879,25.48353445,0
44.24362174,34.67070721,0
51.22009815,32.16726221,0
75.60084538,28.40083868,0
49.039401,38.00453996,0
61.49273326,37.78208018,0
42.96823575,34.66447678,0
49.6501151,14.90721615,0
67.70800636,37.89472546,0
43.73032942,33.97379261,0
68.12448558,40.03204319,1
57.07751935,36.18732296,0
44.37533224,37.89171339,0
56.32407739,34.39327425,1
59.7255445,36.74346599,0
56.21809962,39.9706187,0
34.2977528,31.08277369,0
42.72862824,22.13884728,0
47.52481364,28.4626955,0
49.25566571,31.949728,0
56.20672098,30.37443792,0
51.77701001,23.76719017,0
36.64655641,21.84466187,0
53.80197851,26.29418666,0
56.10585745,34.03869778,0
55.59790448,37.90169885,0
60.80780726,34.58283807,0
58.33922155,35.28713644,0
54.59180079,29.59592213,0
49.29834289,21.28958771,0
33.39039066,27.7238971,0
54.29618219,28.70617794,0
52.07687687,27.51473757,0
52.71578837,30.27347433,0
37.23251424,32.2070988,1
39.1894346,34.26507594,0
60.53152853,28.60940068,0
49.60444846,20.48120297,0
56.81500697,27.5856114,0
50.28318376,30.21855198,0
50.29756139,36.11403961,0
59.38283806,27.16096079,0
44.83955272,32.56271814,0
50.96120777,31.4504395,0
45.37724711,30.21950267,0
45.65503773,34.6526666,0
46.90827877,26.69579402,0
52.22133772,27.12406775,0
45.21251378,29.94049588,0
62.55756126,26.79926747,0
41.05392698,32.54006146,0
48.13128356,26.43403848,0
45.60268942,31.13152104,0
64.46977884,29.49913616,0
51.96554777,31.07462982,0
60.31844539,27.70129302,0
35.14439627,28.30455853,0
52.67050266,30.48004634,0
58.89630796,31.01037253,0
50.82283989,29.97899042,0
60.65480375,38.52681178,0
44.8271155,25.04631541,0
64.0934744,29.67898103,0
72.98898124,22.13185489,0
46.3716144,31.86040739,0
45.54497479,24.42376732,0
64.53384477,28.60844872,0
65.79572146,28.13967837,1
44.77139973,31.40445563,0
45.79813183,27.23604541,0
47.18215391,27.02347151,0
36.55549489,37.17928232,0
40.81348054,31.42283395,0
39.95859233,27.19474574,0
42.32202435,28.74583164,0
49.65315113,38.22677476,0
52.34214733,28.82417561,0
65.50500493,26.55361688,0
40.01645959,26.57501925,0
59.84322398,27.2543676,0
47.86011156,27.02751139,0
49.5053629,23.60176076,0
56.74819492,24.37899952,0
38.77277978,25.85339813,0
53.82409746,32.95785509,0
51.66452208,28.09381356,0
54.92451264,28.96419155,0
52.89168644,36.35044013,0
74.5530014,36.47503575,0
43.62260016,28.58937528,0
44.69003045,26.84568245,0
43.76859474,25.67784843,0
44.44522881,33.46387885,0
43.62612873,28.97646383,0
61.89016531,28.06752555,0
64.20504248,25.93167712,0
44.29253706,26.15166795,0
41.67644427,31.60029096,0
54.71415556,23.42280867,0
44.47776956,34.97434347,1
56.32931818,27.33077678,0
52.02923021,29.25182028,0
34.84255885,23.31511021,0
65.47505201,29.93817031,0
67.95877673,28.35839529,0
43.8721131,29.74959701,0
46.1229844,37.35854449,0
52.85865391,30.88849023,0
53.3445679,26.02670408,0
56.58544273,26.44340045,0
70.10204539,32.97565593,0
48.23052773,36.49346645,0
42.01702755,31.4095901,0
36.20680772,33.44356372,0
42.6906996,33.04868862,0
49.66873027,37.09532207,0
67.94557864,20.25204914,0
44.82388701,33.3360947,0
52.23787952,34.91868022,0
49.83577104,23.30638147,0
61.88393273,25.57165908,0
75.26932426,25.74608626,0
44.69131227,26.35604902,0
45.10560557,27.59141475,0
60.44160877,31.21301407,0
56.8189149,34.32837326,0
68.46707326,35.40658479,0
55.83928185,25.81088469,0
46.40707909,25.77648501,0
55.90654831,36.5791092,0
61.08703581,33.23371968,0
58.20482181,30.41432421,0
55.07274031,32.36668338,0
60.6667469,29.85098109,0
61.6929559,32.62292342,0
63.82158991,28.31966652,0
56.48709888,31.34402467,0
48.3288192,22.44726975,0
51.46713686,26.56107853,0
62.06508967,26.61494412,0
41.83064329,28.12804983,0
53.68673309,25.36743373,0
46.06661188,27.33228187,0
50.28744823,22.42792969,0
62.78451863,32.74350238,0
51.91099068,29.58743241,0
50.46436548,21.47396196,0
36.40143859,25.82585045,0
57.46253566,31.68300714,0
56.45484181,27.28489027,0
71.63254723,26.5152927,0
46.92221765,29.62703661,0
52.19150328,31.71798768,0
52.49383684,22.81823771,0
65.7745328,32.75064241,0
49.04704468,25.99853359,0
52.79021526,29.91036016,1
56.0789651,29.8228993,0
51.86609123,27.36466941,0
45.53566385,24.88170127,0
51.94089993,28.57156726,0
60.7363175,38.12665155,0
39.73484701,23.19162485,0
51.32969674,38.4615651,0
42.99879185,28.70139414,0
61.95046629,30.17685709,0
34.76813095,24.56644594,0
44.41078153,26.14365292,0
53.77211875,27.48545175,0
65.65524029,24.77152515,0
49.34249739,28.95541021,0
44.44800473,27.96492054,0
68.81157069,39.25390571,0
35.519861,24.17012907,0
28.01194043,30.51345258,0
54.4001445,31.23923141,0
44.97945776,24.64839726,0
39.78767183,33.43413748,0
57.08356447,28.00836494,0
52.43800714,17.53805174,0
44.35921369,33.29924806,0
37.19695601,24.41529558,0
58.72457328,24.76112527,0
56.50201178,33.43951041,0
49.00824136,28.26419259,0
68.46636996,34.58886075,0
39.29915234,36.05083048,0
34.74474829,26.7753577,0
43.0809193,33.96631248,0
49.54413984,26.22269599,0
52.43339449,41.16557959,0
47.58763942,26.53521498,0
53.52055397,35.1304372,1
37.48460576,34.21895013,0
64.43764604,31.58043911,0
49.17848822,26.64728419,0
61.17295832,29.24301254,0
53.42725346,19.23205944,0
54.56753219,31.12210019,0
55.6976728,31.74807666,0
54.4770856,30.6674971,0
56.4272276,15.13346914,0
63.2915253,23.67181777,0
51.9652117,26.25954509,0
57.09003758,31.45829467,0
49.10264306,31.44669453,0
64.40117215,29.14888104,0
43.23607698,33.17622768,0
68.00940433,24.86878812,0
49.59842049,33.05117503,0
35.69224898,32.37371052,0
51.28104415,31.88777366,0
43.18948343,29.08979784,0
58.40643549,39.15371912,0
43.47376021,32.46597844,0
45.53816567,25.15832068,0
31.10459269,31.24152738,0
45.47693681,33.76241689,0
25.76120673,27.05945701,0
34.16097177,35.44636123,0
57.60414656,31.91016853,0
57.85800159,18.28760831,0
54.25457562,31.49835989,0
40.33023857,27.96985423,0
49.52288644,32.68589907,0
49.96397461,34.7210742,0
38.41635311,30.97581024,0
65.03398302,38.32626117,0
58.77362291,29.10646558,0
47.79035826,33.12408912,0
50.26885839,34.02471287,0
52.08382808,29.51327016,0
29.58265132,33.89387154,0
47.52822617,27.02663506,0
43.18015752,27.8871579,0
39.9837999,23.43755655,0
47.18899707,31.20704558,0
67.97686527,31.62625838,0
56.40842861,35.89631579,0
44.2882101,33.95570002,0
55.72582781,28.57602222,0
